2021-05-26T21:36:03.812,Cambrian,Info,0001,5.200000e+03,1.760000e+03,2.342648e+03
2021-05-26T21:44:06.872,Cambrian,Info,0002,2.680000e+04,8.400000e+03,1.112205e+04
2021-05-26T21:55:55.769,Cambrian,Info,0003,2.460000e+04,6.380000e+03,1.041307e+04
2021-05-26T22:06:51.289,Cambrian,Info,0004,2.620000e+04,1.218000e+04,1.213557e+04
2021-05-26T22:21:12.343,Cambrian,Info,0005,3.540000e+04,1.192000e+04,1.679559e+04
2021-05-26T22:33:21.321,Cambrian,Info,0006,3.440000e+04,1.168000e+04,1.560103e+04
2021-05-26T22:47:48.573,Cambrian,Info,0007,2.800000e+04,7.580000e+03,1.219352e+04
2021-05-26T23:12:22.290,Cambrian,Info,0008,3.220000e+04,1.842000e+04,1.212650e+04
2021-05-26T23:32:37.908,Cambrian,Info,0009,2.200000e+04,9.760000e+03,9.109775e+03
2021-05-26T23:52:21.145,Cambrian,Info,0010,3.640000e+04,1.860000e+04,1.427585e+04
2021-05-27T00:11:11.864,Cambrian,Info,0011,4.360000e+04,2.216000e+04,1.953940e+04
2021-05-27T00:29:31.526,Cambrian,Info,0012,3.380000e+04,1.168000e+04,1.632091e+04
2021-05-27T00:40:57.175,Cambrian,Info,0013,3.240000e+04,6.480000e+03,1.448972e+04
2021-05-27T00:52:23.463,Cambrian,Info,0014,3.400000e+04,6.920000e+03,1.514041e+04
2021-05-27T01:13:23.080,Cambrian,Info,0015,3.840000e+04,1.620000e+04,1.644871e+04
2021-05-27T01:26:02.125,Cambrian,Info,0016,2.920000e+04,8.220000e+03,1.281023e+04
2021-05-27T01:34:42.560,Cambrian,Info,0017,3.480000e+04,9.620000e+03,1.449041e+04
2021-05-27T01:45:40.450,Cambrian,Info,0018,3.680000e+04,2.064000e+04,1.643983e+04
2021-05-27T01:50:50.473,Cambrian,Info,0019,4.100000e+04,8.200000e+03,1.833576e+04
2021-05-27T01:56:04.016,Cambrian,Info,0020,1.620000e+04,7.440000e+03,7.282033e+03
2021-05-27T02:07:42.719,Cambrian,Info,0021,3.320000e+04,1.784000e+04,1.265733e+04
2021-05-27T02:19:15.985,Cambrian,Info,0022,3.460000e+04,1.502000e+04,1.544221e+04
2021-05-27T02:24:33.768,Cambrian,Info,0023,1.520000e+04,3.040000e+03,6.797647e+03
2021-05-27T02:30:42.781,Cambrian,Info,0024,4.100000e+04,1.518000e+04,1.925934e+04
2021-05-27T02:40:46.250,Cambrian,Info,0025,3.180000e+04,1.782000e+04,1.432732e+04
2021-05-27T02:56:32.778,Cambrian,Info,0026,3.580000e+04,1.874000e+04,1.731699e+04
2021-05-27T03:05:36.778,Cambrian,Info,0027,3.220000e+04,6.460000e+03,1.438916e+04
2021-05-27T03:15:36.132,Cambrian,Info,0028,3.880000e+04,1.016000e+04,1.683235e+04
2021-05-27T03:22:45.132,Cambrian,Info,0029,2.900000e+04,1.062000e+04,1.087299e+04
2021-05-27T03:33:50.417,Cambrian,Info,0030,3.840000e+04,1.206000e+04,1.532181e+04
2021-05-27T03:49:03.311,Cambrian,Info,0031,4.080000e+04,1.544000e+04,1.838119e+04
2021-05-27T03:58:52.828,Cambrian,Info,0032,3.160000e+04,6.360000e+03,1.410985e+04
2021-05-27T04:10:12.122,Cambrian,Info,0033,1.840000e+04,5.760000e+03,8.317932e+03
2021-05-27T04:25:49.140,Cambrian,Info,0034,3.780000e+04,1.246000e+04,1.463175e+04
2021-05-27T04:41:00.681,Cambrian,Info,0035,4.380000e+04,1.944000e+04,2.046431e+04
2021-05-27T04:51:27.815,Cambrian,Info,0036,2.640000e+04,1.028000e+04,1.408517e+04
2021-05-27T05:04:31.707,Cambrian,Info,0037,4.100000e+04,1.810000e+04,1.769689e+04
2021-05-27T05:29:18.989,Cambrian,Info,0038,3.900000e+04,2.484000e+04,1.569548e+04
2021-05-27T05:44:35.461,Cambrian,Info,0039,3.880000e+04,2.012000e+04,1.920604e+04
2021-05-27T05:53:33.748,Cambrian,Info,0040,3.120000e+04,1.374000e+04,1.500660e+04
2021-05-27T05:57:54.886,Cambrian,Info,0041,1.980000e+04,7.120000e+03,8.879865e+03
2021-05-27T06:03:00.079,Cambrian,Info,0042,3.160000e+04,6.500000e+03,1.403674e+04
2021-05-27T06:13:39.592,Cambrian,Info,0043,2.980000e+04,1.812000e+04,1.115760e+04
2021-05-27T06:19:55.041,Cambrian,Info,0044,2.960000e+04,5.920000e+03,1.323752e+04
2021-05-27T06:31:06.528,Cambrian,Info,0045,2.720000e+04,1.534000e+04,1.391395e+04
2021-05-27T06:37:40.526,Cambrian,Info,0046,2.620000e+04,1.536000e+04,1.173064e+04
2021-05-27T06:46:35.196,Cambrian,Info,0047,2.760000e+04,2.188000e+04,1.223323e+04
2021-05-27T06:53:04.111,Cambrian,Info,0048,2.720000e+04,1.498000e+04,1.137330e+04
2021-05-27T06:57:29.460,Cambrian,Info,0049,1.760000e+04,6.600000e+03,9.070832e+03
2021-05-27T07:05:23.198,Cambrian,Info,0050,3.660000e+04,1.708000e+04,1.648733e+04
2021-05-27T07:10:35.104,Cambrian,Info,0051,3.860000e+04,1.934000e+04,1.753191e+04
2021-05-27T07:15:27.526,Cambrian,Info,0052,3.560000e+04,7.120000e+03,1.592080e+04
2021-05-27T07:23:08.591,Cambrian,Info,0053,3.500000e+04,1.276000e+04,1.633732e+04
2021-05-27T07:28:43.723,Cambrian,Info,0054,3.340000e+04,1.342000e+04,1.751919e+04
2021-05-27T07:36:11.243,Cambrian,Info,0055,3.580000e+04,1.022000e+04,1.564199e+04
2021-05-27T07:39:41.248,Cambrian,Info,0056,2.390000e+04,5.460000e+03,1.041288e+04
2021-05-27T07:43:20.146,Cambrian,Info,0057,2.540000e+04,7.420000e+03,1.125575e+04
2021-05-27T07:52:59.838,Cambrian,Info,0058,3.540000e+04,1.222000e+04,1.647277e+04
2021-05-27T07:59:14.929,Cambrian,Info,0059,2.200000e+04,8.680000e+03,1.188747e+04
2021-05-27T08:10:35.013,Cambrian,Info,0060,2.620000e+04,1.680000e+04,1.003494e+04
2021-05-27T08:15:48.377,Cambrian,Info,0061,3.040000e+04,1.536000e+04,1.226491e+04
2021-05-27T08:24:24.426,Cambrian,Info,0062,2.120000e+04,1.140000e+04,1.066583e+04
2021-05-27T08:29:15.565,Cambrian,Info,0063,3.970000e+04,1.706000e+04,1.831169e+04
2021-05-27T08:33:43.718,Cambrian,Info,0064,2.240000e+04,8.800000e+03,1.205322e+04
2021-05-27T08:41:53.890,Cambrian,Info,0065,2.380000e+04,1.204000e+04,9.163405e+03
2021-05-27T08:50:56.387,Cambrian,Info,0066,2.800000e+04,1.518000e+04,1.145827e+04
2021-05-27T08:57:40.828,Cambrian,Info,0067,2.560000e+04,1.306000e+04,1.228405e+04
2021-05-27T09:01:36.493,Cambrian,Info,0068,9.600000e+03,2.380000e+03,4.157162e+03
2021-05-27T09:06:33.443,Cambrian,Info,0069,1.140000e+04,2.280000e+03,5.098235e+03
2021-05-27T09:12:55.165,Cambrian,Info,0070,1.440000e+04,4.940000e+03,5.847906e+03
2021-05-27T09:20:32.310,Cambrian,Info,0071,2.180000e+04,4.780000e+03,9.527434e+03
2021-05-27T09:25:25.554,Cambrian,Info,0072,2.140000e+04,8.440000e+03,9.875627e+03
2021-05-27T09:29:42.714,Cambrian,Info,0073,1.130000e+04,3.340000e+03,5.026729e+03
2021-05-27T09:37:01.330,Cambrian,Info,0074,1.060000e+04,4.140000e+03,5.294148e+03
2021-05-27T09:44:26.789,Cambrian,Info,0075,1.280000e+04,6.120000e+03,5.055393e+03
2021-05-27T09:50:10.062,Cambrian,Info,0076,8.100000e+03,1.640000e+03,3.611509e+03
2021-05-27T09:54:57.868,Cambrian,Info,0077,7.300000e+03,2.180000e+03,3.259141e+03
2021-05-27T10:02:35.838,Cambrian,Info,0078,1.870000e+04,5.860000e+03,8.519859e+03
2021-05-27T10:08:26.965,Cambrian,Info,0079,2.020000e+04,5.540000e+03,8.519272e+03
2021-05-27T10:15:26.817,Cambrian,Info,0080,9.200000e+03,3.540000e+03,4.810198e+03
2021-05-27T10:27:40.645,Cambrian,Info,0081,1.840000e+04,9.340000e+03,8.231525e+03
